Ngày Tháng Năm,VIC,VHM,VRE,VN30F1M
12/2/2024,20.18,40.75,17.85,1313.5
12/3/2024,20.2,40.9,17.7,1314.0
12/4/2024,20.0,40.1,17.3,1303.0
12/5/2024,20.42,41.4,17.85,1345.0
12/6/2024,20.92,41.5,17.7,1342.0
12/9/2024,20.92,41.45,17.7,1339.9
12/10/2024,20.6,40.95,17.55,1343.0
12/11/2024,20.65,40.85,17.35,1338.6
12/12/2024,20.45,40.75,17.3,1339.5
12/13/2024,20.4,40.65,17.35,1335.0
12/16/2024,20.35,40.95,17.3,1335.0
12/17/2024,20.27,41.3,17.15,1331.0
12/18/2024,20.3,40.9,17.1,1331.0
12/19/2024,20.15,40.2,17.05,1312.3
12/20/2024,20.25,40.35,17.05,1321.2
12/23/2024,20.3,40.6,17.05,1328.0
12/24/2024,20.3,40.35,17.05,1328.0
12/25/2024,20.32,40.6,17.3,1350.1
12/26/2024,20.32,40.65,17.15,1350.7
12/27/2024,20.27,40.35,17.15,1348.5
12/30/2024,20.27,40.3,17.15,1345.2
12/31/2024,20.27,40.0,17.15,1345.5
1/2/2025,20.27,40.0,17.3,1346.9
1/3/2025,20.25,40.0,17.2,1324.0
1/6/2025,20.25,40.0,17.15,1318.9
1/7/2025,20.25,40.0,16.95,1318.4
1/8/2025,20.25,40.0,16.95,1322.5
1/9/2025,20.38,40.4,17.0,1314.5
1/10/2025,20.25,40.0,16.85,1295.6
1/13/2025,20.15,40.0,16.7,1299.5
1/14/2025,20.1,40.0,16.1,1291.2
1/15/2025,20.12,40.0,16.5,1296.6
1/16/2025,20.23,40.0,16.55,1295.1
1/17/2025,20.23,40.1,16.55,1320.8
1/20/2025,20.2,40.0,16.6,1324.5
1/21/2025,20.23,40.0,16.6,1322.8
1/22/2025,20.2,39.5,16.3,1320.5
1/23/2025,20.2,39.5,16.45,1339.0
1/24/2025,20.2,39.5,16.55,1343.9
2/3/2025,20.02,39.0,16.3,1318.0
2/4/2025,20.05,38.75,16.3,1328.5
2/5/2025,20.02,38.85,16.85,1333.5
2/6/2025,20.23,38.8,16.7,1339.9
2/7/2025,20.32,38.75,16.85,1343.3
2/10/2025,20.0,37.8,16.6,1330.5
2/11/2025,19.98,37.75,16.4,1334.1
2/12/2025,19.95,38.0,16.4,1329.5
2/13/2025,20.12,38.75,16.65,1337.5
2/14/2025,20.12,38.8,16.6,1341.8
2/17/2025,20.05,38.8,16.45,1335.3
2/18/2025,20.1,38.9,16.85,1338.9
2/19/2025,20.2,39.1,17.2,1344.5
2/20/2025,20.48,40.55,17.35,1350.0
2/21/2025,20.32,40.3,17.25,1353.8
2/24/2025,20.3,40.25,17.35,1366.3
2/25/2025,20.35,40.75,17.25,1359.8
2/26/2025,20.5,40.7,17.15,1361.9
2/27/2025,20.52,41.05,17.2,1364.0
2/28/2025,20.6,41.2,17.4,1357.0
3/3/2025,21.02,42.55,17.7,1361.0
3/4/2025,20.98,42.05,17.7,1367.0
3/5/2025,21.12,42.7,17.75,1365.2
3/6/2025,21.18,43.6,17.85,1375.4
3/7/2025,22.65,44.95,18.2,1385.2
3/10/2025,23.65,45.3,18.25,1389.4
3/11/2025,23.65,45.5,18.2,1392.0
3/12/2025,24.05,46.95,18.3,1388.5
3/13/2025,25.7,47.8,18.8,1385.5
3/14/2025,26.1,47.9,18.75,1385.0
3/17/2025,26.05,47.8,18.7,1390.3
3/18/2025,25.65,47.3,18.45,1387.5
3/19/2025,25.95,47.35,18.45,1377.0
3/20/2025,25.75,47.35,18.4,1376.5
3/21/2025,26.5,48.25,18.45,1373.9
3/24/2025,28.35,51.3,19.15,1390.0
3/25/2025,28.45,51.5,19.8,1386.7
3/26/2025,28.5,51.5,19.95,1376.9
3/27/2025,28.55,51.2,19.65,1374.8
3/28/2025,29.0,51.2,19.5,1365.1
3/31/2025,29.0,51.3,19.15,1360.0
4/1/2025,29.85,53.0,20.0,1366.0
4/2/2025,30.2,53.0,20.15,1371.6
4/3/2025,28.1,49.3,18.75,1275.6
4/4/2025,29.15,50.3,18.8,1267.1
4/8/2025,27.55,47.0,17.5,1178.5
4/9/2025,28.5,48.5,18.0,1178.0
4/10/2025,30.45,51.8,19.25,1260.4
4/11/2025,32.55,53.5,19.4,1307.0
4/14/2025,34.8,57.2,20.3,1317.0
4/15/2025,35.25,57.5,20.3,1307.7
4/16/2025,33.95,56.5,20.4,1290.0
4/17/2025,35.5,56.8,20.4,1296.0
4/18/2025,33.05,55.0,20.4,1290.0
4/21/2025,30.75,55.0,20.4,1291.0
4/22/2025,29.5,57.5,20.6,1292.0
4/23/2025,29.3,58.5,21.95,1301.0
4/24/2025,31.35,61.2,22.8,1307.0
4/25/2025,33.5,62.3,22.8,1311.9
4/28/2025,34.0,58.5,23.1,1312.0
4/29/2025,34.0,58.4,23.65,1306.2
5/5/2025,35.0,60.9,24.9,1316.4
5/6/2025,35.25,60.9,24.9,1317.5
5/7/2025,36.7,62.0,24.9,1325.0
5/8/2025,39.25,62.2,25.0,1355.0
5/9/2025,38.25,62.2,25.0,1350.5
5/12/2025,39.7,62.3,25.5,1374.0
5/13/2025,39.8,62.0,25.4,1380.0
5/14/2025,39.9,60.4,24.7,1396.5
5/15/2025,39.9,58.0,24.15,1400.7
5/16/2025,40.0,58.0,24.5,1384.2
5/19/2025,42.8,58.8,24.75,1380.1
5/20/2025,45.75,62.9,25.8,1408.0
5/21/2025,46.75,67.3,25.75,1414.5
5/22/2025,46.25,68.1,25.35,1402.0
5/23/2025,46.5,68.8,25.65,1406.5
5/26/2025,47.25,73.5,25.5,1416.5
5/27/2025,47.25,74.3,25.3,1415.5
5/28/2025,48.5,75.7,26.7,1421.2
5/29/2025,48.5,76.9,27.65,1423.7
5/30/2025,49.2,77.6,27.5,1419.5
6/2/2025,49.0,77.0,26.7,1415.1
6/3/2025,49.05,77.6,26.5,1434.9
6/4/2025,49.05,77.1,26.95,1430.0
6/5/2025,49.0,76.8,27.0,1427.0
6/6/2025,48.5,76.0,26.5,1413.6
6/9/2025,45.15,70.7,25.55,1397.0
6/10/2025,45.3,72.6,26.5,1396.9
6/11/2025,45.1,72.1,26.1,1401.8
6/12/2025,43.4,70.0,25.2,1409.2
6/13/2025,42.75,68.4,24.55,1395.9
6/16/2025,42.7,67.4,24.5,1416.7
6/17/2025,43.85,69.6,24.55,1421.0
6/18/2025,44.0,71.4,24.65,1427.4
6/19/2025,44.7,71.7,24.7,1440.8
6/20/2025,43.4,70.2,24.6,1424.2
6/23/2025,46.4,74.0,24.75,1433.6
6/24/2025,47.9,77.3,24.9,1449.0
6/25/2025,47.9,77.9,24.65,1450.2
6/26/2025,47.5,76.0,24.5,1448.8
6/27/2025,47.75,77.0,24.8,1460.0
6/30/2025,47.8,76.7,24.65,1462.6
7/1/2025,47.8,76.3,24.8,1459.2
7/2/2025,47.7,76.0,25.2,1469.7
7/3/2025,47.25,76.3,25.05,1471.0
7/4/2025,45.95,76.0,25.15,1472.2
7/7/2025,46.5,76.9,25.5,1492.9
7/8/2025,46.65,79.2,25.8,1512.0
7/9/2025,47.5,81.8,26.8,1533.0
7/10/2025,50.8,86.0,28.45,1567.9
7/11/2025,54.0,87.9,28.6,1595.9
7/14/2025,56.5,88.8,28.65,1601.2
7/15/2025,55.8,87.4,28.15,1594.0
7/16/2025,58.7,88.0,28.8,1618.0
7/17/2025,61.0,94.1,29.75,1638.0
7/18/2025,59.5,96.0,29.45,1638.0
7/21/2025,56.0,92.0,29.0,1624.5
7/22/2025,58.75,95.5,30.0,1655.0
7/23/2025,57.5,92.2,29.25,1653.0
7/24/2025,58.0,92.0,29.8,1655.5
7/25/2025,57.05,93.7,29.5,1673.0
7/28/2025,57.8,95.6,29.35,1693.0
7/29/2025,56.6,92.1,28.0,1621.0
7/30/2025,54.75,91.5,28.1,1623.3
7/31/2025,52.75,90.0,28.1,1607.3
8/1/2025,52.0,89.9,28.45,1615.0
8/4/2025,55.6,92.2,29.1,1653.5
8/5/2025,58.75,96.0,30.95,1689.6
8/6/2025,59.25,97.5,30.1,1719.5
8/7/2025,57.5,95.0,30.5,1724.8
8/8/2025,58.5,94.8,30.0,1723.2
8/11/2025,57.75,93.5,29.35,1737.5
8/12/2025,57.75,93.0,29.45,1749.4
8/13/2025,58.0,93.0,29.45,1746.0
8/14/2025,59.1,93.9,30.15,1793.0
8/15/2025,59.1,94.0,30.3,1781.0
8/18/2025,59.1,93.9,29.95,1780.5
8/19/2025,59.1,93.9,29.95,1815.9
8/20/2025,62.1,99.0,30.0,1831.1
8/21/2025,62.5,99.8,30.4,1876.9
8/22/2025,62.05,98.1,30.0,1805.0
8/25/2025,65.5,98.4,30.0,1783.0
8/26/2025,67.75,105.2,31.3,1852.0
8/27/2025,66.0,104.6,30.6,1846.4
8/28/2025,65.05,104.6,30.7,1862.9
8/29/2025,64.15,104.5,30.4,1861.0
9/3/2025,62.5,102.7,30.15,1855.0
9/4/2025,62.5,102.3,30.3,1883.1
9/5/2025,62.5,100.0,30.3,1845.1
9/8/2025,62.5,100.0,30.3,1800.0
9/9/2025,64.6,101.4,30.3,1825.0
9/10/2025,65.45,101.8,30.6,1824.8
9/11/2025,68.0,105.9,31.1,1853.5
9/12/2025,68.9,105.5,30.75,1859.0
9/15/2025,68.9,104.5,30.65,1876.0
9/16/2025,67.5,102.7,30.6,1876.0
9/17/2025,71.55,102.9,30.2,1873.7
9/18/2025,72.5,103.5,30.2,1856.6
9/19/2025,76.6,101.7,29.45,1848.2
9/22/2025,74.4,99.5,28.8,1815.1
9/23/2025,74.6,98.7,28.3,1812.1
9/24/2025,74.5,98.0,29.0,1849.0
9/25/2025,79.0,99.5,29.4,1849.4
9/26/2025,82.0,99.0,29.4,1840.0
9/29/2025,86.4,101.9,30.0,1855.2
9/30/2025,87.45,103.0,32.1,1854.4
10/1/2025,85.0,101.2,33.15,1864.0
10/2/2025,85.5,98.6,31.75,1852.8
10/3/2025,88.25,100.0,32.75,1856.9
10/6/2025,89.85,102.7,35.0,1918.6
10/7/2025,90.0,103.1,35.0,1911.3
10/8/2025,89.05,107.5,36.3,1919.0
10/9/2025,89.75,115.0,38.0,1936.6
10/10/2025,96.0,123.0,40.35,1975.9
10/13/2025,102.7,124.2,43.0,2013.6
10/14/2025,105.95,127.0,42.75,2014.2
10/15/2025,104.75,124.0,41.9,2022.0
10/16/2025,106.55,122.0,43.4,2012.7
10/17/2025,102.0,116.0,41.0,1968.0
10/20/2025,97.45,108.0,38.15,1861.0
10/21/2025,101.7,110.9,38.8,1900.2
10/22/2025,101.5,113.0,39.0,1926.0
10/23/2025,107.5,115.0,39.4,1943.5
10/24/2025,109.5,114.5,38.8,1937.4
10/27/2025,107.0,106.5,36.1,1891.5
10/28/2025,110.05,107.0,36.8,1940.9
10/29/2025,106.0,103.8,35.95,1947.0
10/30/2025,102.05,104.0,34.6,1927.0
10/31/2025,95.5,99.2,33.3,1892.0
11/3/2025,97.7,98.5,31.35,1860.0
11/4/2025,100.5,100.2,33.5,1898.0
11/5/2025,103.25,99.6,32.5,1886.0
11/6/2025,103.9,98.9,32.0,1866.5
11/7/2025,99.85,92.0,31.35,1827.8
11/10/2025,99.5,86.9,29.8,1801.3
11/11/2025,100.5,90.0,31.05,1815.0
11/12/2025,105.6,94.0,32.8,1870.6
11/13/2025,105.6,93.3,31.95,1863.0
11/14/2025,105.5,93.9,32.1,1869.7
11/17/2025,108.5,95.0,32.2,1895.2
11/18/2025,110.0,97.0,32.35,1898.0
11/19/2025,110.25,96.9,31.6,1885.8
11/20/2025,114.0,97.8,32.0,1898.1
11/21/2025,114.85,99.3,32.2,1892.4
11/24/2025,119.75,102.7,34.45,1911.0
11/25/2025,121.5,102.6,33.4,1908.1
11/26/2025,122.5,102.1,33.85,1924.9
11/27/2025,124.0,102.5,33.65,1921.0
11/28/2025,130.2,102.9,34.25,1923.0
12/1/2025,134.95,105.7,34.9,1933.2
12/2/2025,137.5,106.8,34.9,1947.0
12/3/2025,134.7,106.8,34.5,1972.0
12/4/2025,133.5,105.2,34.4,1977.0
12/5/2025,142.8,107.0,33.8,1976.5
12/8/2025,152.7,110.0,32.95,1984.0
12/9/2025,160.0,107.5,32.0,1970.0
12/10/2025,148.8,103.5,30.0,1935.0
12/11/2025,146.0,101.1,29.5,1919.1
12/12/2025,144.0,94.1,27.45,1871.0
12/15/2025,142.9,92.5,28.9,1868.5
12/16/2025,142.9,95.0,29.6,1912.6
12/17/2025,142.9,94.9,29.7,1898.1
12/18/2025,142.7,94.9,30.35,1899.1
12/19/2025,148.5,101.5,31.7,1936.9
12/22/2025,158.8,107.4,33.0,1997.0
12/23/2025,169.9,114.9,34.25,2015.0
12/24/2025,169.8,122.8,34.65,2022.0
12/25/2025,158.0,114.3,32.25,1950.0
12/26/2025,155.0,110.0,32.0,1969.0
12/29/2025,159.7,117.7,33.2,1990.2
12/30/2025,163.0,117.5,32.8,2014.1
12/31/2025,169.6,124.0,33.65,2029.0
1/5/2026,173.1,132.6,35.6,2024.1
1/6/2026,173.1,141.8,38.05,2062.0
1/7/2026,179.0,149.5,38.55,2088.2
1/8/2026,176.6,139.1,35.9,2074.0
1/9/2026,176.0,140.0,35.0,2061.6
1/12/2026,163.7,130.2,32.6,2079.7
1/13/2026,167.9,134.0,33.55,2084.6
1/14/2026,160.2,126.3,31.8,2066.6
1/15/2026,153.0,120.0,31.45,2039.8
1/16/2026,159.9,124.1,32.0,2081.2
1/19/2026,162.0,125.0,32.0,2088.9
1/20/2026,161.0,123.0,31.15,2077.5
1/21/2026,160.5,122.9,31.25,2078.0
1/22/2026,161.1,120.5,31.85,2087.0
1/23/2026,165.4,122.5,32.4,2076.0
1/26/2026,159.9,118.9,31.0,2036.0
1/27/2026,151.0,110.6,30.9,2022.0
1/28/2026,140.5,104.3,29.1,2003.8
1/29/2026,140.5,107.0,30.0,2025.1
1/30/2026,140.5,106.0,30.2,2035.0
2/2/2026,130.7,98.6,28.1,2004.9
2/3/2026,130.7,97.3,28.4,2000.0
2/4/2026,121.6,91.3,28.25,2010.0
2/5/2026,130.1,97.6,28.8,1972.2
2/6/2026,131.0,97.5,28.05,1951.3
2/9/2026,132.3,95.0,28.2,1955.7
2/10/2026,141.5,101.3,28.95,1966.1
2/11/2026,150.8,103.0,29.4,2018.0
2/12/2026,159.0,109.0,29.95,2021.0
2/13/2026,160.0,109.0,29.8,2010.5
2/23/2026,162.3,110.7,30.0,2044.0
2/24/2026,162.9,111.0,29.5,2046.5
2/25/2026,158.0,107.0,28.55,2046.5
2/26/2026,168.9,107.6,29.75,2067.1
2/27/2026,172.0,108.0,29.05,2053.6
3/2/2026,167.2,100.5,27.8,2015.0
3/3/2026,155.5,93.5,26.35,1952.0
3/4/2026,155.6,93.5,28.0,1956.0
3/5/2026,164.8,95.0,27.0,1924.4
3/6/2026,156.5,95.0,26.25,1898.9
3/9/2026,145.6,88.4,24.45,1766.0
3/10/2026,141.8,89.8,24.05,1833.0
3/11/2026,146.0,95.9,25.6,1883.0
3/12/2026,145.0,95.9,25.9,1853.0
3/13/2026,144.6,98.0,25.25,1840.0
3/16/2026,144.7,100.0,25.9,1851.3
3/17/2026,146.2,102.0,26.45,1877.0
3/18/2026,146.0,102.0,26.1,1881.9
3/19/2026,145.0,102.3,26.05,1858.2
3/20/2026,135.0,100.0,26.15,1802.0
3/23/2026,125.6,98.0,25.35,1740.0
3/24/2026,124.0,99.0,25.3,1773.9
3/25/2026,128.7,104.2,26.35,1814.0
3/26/2026,130.0,101.1,25.55,1793.0
3/27/2026,132.6,103.0,25.75,1821.1
3/30/2026,129.5,103.0,25.65,1808.4
3/31/2026,135.0,103.0,25.75,1823.9
4/1/2026,141.0,110.2,27.55,1875.8
4/2/2026,139.9,117.9,27.2,1853.2
4/3/2026,141.0,119.2,26.5,1835.4
4/6/2026,141.6,117.0,25.75,1845.3
4/7/2026,143.4,115.0,25.8,1848.2
4/8/2026,153.4,123.0,27.6,1942.0
4/9/2026,149.2,122.0,27.6,1921.7
4/10/2026,151.7,121.1,27.5,1931.0
4/13/2026,160.0,122.9,27.55,1932.2
4/14/2026,165.5,128.9,27.9,1946.3
4/15/2026,177.0,137.0,29.3,1961.0
4/16/2026,189.3,143.1,29.6,1980.5
4/17/2026,187.9,135.7,28.6,1987.9
4/20/2026,191.0,145.1,29.45,1997.9
4/21/2026,193.7,145.8,29.3,1998.0
4/22/2026,207.2,150.3,29.95,2040.6
4/23/2026,214.5,149.0,29.05,2019.2
4/24/2026,212.1,141.2,28.8,2015.0
4/28/2026,225.5,151.0,30.8,2028.0
4/29/2026,214.0,146.0,32.3,2028.0
5/4/2026,212.0,142.0,33.7,2017.9
5/5/2026,219.5,151.2,35.2,2038.8
5/6/2026,219.5,151.0,36.6,2060.0
5/7/2026,224.0,161.5,36.5,2080.0
5/8/2026,226.0,164.0,35.9,2073.4
5/11/2026,223.0,161.0,33.6,2039.0
5/12/2026,222.0,160.2,35.45,2049.0
5/13/2026,221.0,152.5,33.0,2039.9
5/14/2026,229.8,157.0,34.15,2065.1
5/15/2026,228.0,158.0,34.0,2053.9
5/18/2026,225.0,154.0,33.1,2047.5
5/19/2026,225.1,157.0,33.5,2030.1
5/20/2026,226.7,159.9,33.5,2040.0
5/21/2026,218.7,159.8,32.8,2031.5
5/22/2026,216.5,153.8,31.7,2010.0
5/25/2026,218.8,158.7,32.8,2022.4
5/26/2026,213.0,153.8,32.7,2033.0
5/27/2026,210.8,147.4,31.25,2024.8
5/28/2026,210.8,157.7,32.25,1990.1
5/29/2026,211.3,156.0,32.25,2005.0
6/1/2026,204.9,152.0,31.2,1991.0
6/2/2026,204.9,150.8,31.0,1972.1
6/3/2026,197.6,148.4,30.05,1972.4
6/4/2026,200.2,150.0,31.1,1982.4
