as_of_date,pct_fundamental,pct_momentum,pct_foreign,pct_leveraged,avg_leverage_ratio,noise_std,pct_noise,calibration_method,input_quality_score,mli,liquidity_stress,valuation_gap,trend_z,breadth_z,foreign_flow_z,global_risk_z,global_risk_quality,margin_pressure_z,qp_downside_participation_z,qp_high_beta_sell_pressure_z,qp_sector_stress_z,margin_leverage_level,margin_call_trigger_pressure,cascade_vulnerability,latent_confidence_score,validation_quality,qp_panel_available,qp_panel_quality
2025-05-09,0.2638727592965959,0.2217038951104237,0.1060972635851141,0.3083260820078662,1.9,0.2266666666666666,0.1,latent_margin_state_mapping_v3,0.6574326282191115,0.75,1.3333333333333333,0.0,1.391459784169293,-0.505982905982906,1.5254402807132836,-0.3427729167477423,1.0,-0.0174525504899894,0.0576606702922783,-0.2213878456299207,-0.2311753055295324,0.8250000000000001,0.3577744541304171,0.6147485043586878,0.6302956700703022,0.6681848428061439,True,0.975
2025-05-16,0.2644600357956582,0.2116101216985609,0.1163363574497507,0.3075934850560301,1.9,0.2268231163934003,0.1,latent_margin_state_mapping_v3,0.6678857744119171,0.75,1.3411558196700175,0.0,0.714478810292503,-0.5080988917306053,1.9864638130159007,-0.5540083673980081,1.0,-0.139208081345308,0.7403170695827294,-0.011934024712721,0.156449726733688,0.8250000000000001,0.4254317150556528,0.6451942717750438,0.6238962092985284,0.71577188834914,True,0.9775
2025-05-23,0.2745930423537869,0.2202318524747853,0.0844781356386819,0.3206969695327457,1.9,0.2266666666666666,0.1,latent_margin_state_mapping_v3,0.6774783579017993,0.75,1.3333333333333333,0.0,1.1423583907429125,-0.2352941176470588,0.5449018475500009,-0.3129024358578313,1.0,0.121840380709802,-0.1122103781473881,-0.2341459560533171,-0.6297622834991795,0.8250000000000001,0.3413818859862715,0.6073718486938222,0.6529142561534782,0.7251241754537192,True,0.9775
2025-05-30,0.2749215450299522,0.2286364479433153,0.0746143332888908,0.3218276737378416,1.9,0.2274057052365172,0.1,latent_margin_state_mapping_v3,0.6722246869334831,0.75,1.3702852618258623,0.0,1.0097132351211444,-0.7604433077578858,-0.2811278122865293,-0.6245547400620378,1.0,0.3727108894335056,1.4006817003830474,0.3136659485378994,0.2371730521899418,0.8250000000000001,0.509487421894426,0.6830193398524917,0.6113826728142246,0.7456410749197077,True,0.9775
2025-06-06,0.2811546739835984,0.2237799445820681,0.068561122317169,0.3265042591171644,1.9,0.2281157616938428,0.1,latent_margin_state_mapping_v3,0.6723509569924299,0.75,1.4057880846921411,0.0079510703363914,0.5857395901423722,-0.8627450980392157,0.0161428690460586,-0.7383969120104344,1.0,0.2219689916803321,1.6298824839251422,0.6160890491639925,0.4633525485137699,0.8250000000000001,0.5181921469915891,0.6869364661462152,0.6117997331336152,0.7457290948361041,True,0.9775
2025-06-13,0.2657466340766632,0.2201010679119164,0.0901479097001607,0.3240043883112596,1.9,0.2377832627269961,0.1,latent_margin_state_mapping_v3,0.6713277604297823,0.75,1.425836611027676,0.0093436293436293,0.13029690611664,-0.876385336743393,0.9007858934504162,-0.6485742660337535,1.0,-0.1861873209701766,1.682466053467717,0.7470850466598358,0.5167632092136739,0.8250000000000001,0.5624413571002126,0.7068486106950957,0.6235643588000687,0.7298716829190602,True,0.9775
2025-06-20,0.2874504479125451,0.2045340867664358,0.0832998417702536,0.3247156235507655,1.9,0.2270807203908117,0.1,latent_margin_state_mapping_v3,0.6624124178071666,0.75,1.3540360195405852,-0.0100979653353429,0.3145765724851527,-0.5080988917306053,0.5741178494459646,-0.5998408293987865,1.0,-0.0900715855371343,-0.0578294742076992,-0.33033129460456,0.4140537241450388,0.8250000000000001,0.4312937528985517,0.6478321888043483,0.5797413845203225,0.738033286708344,True,0.9775
2025-06-27,0.2792156012848928,0.2039354900163902,0.0863388480798522,0.3305100606188647,1.9,0.2266666666666666,0.1,latent_margin_state_mapping_v3,0.6656762640893429,0.75,1.3333333333333333,-0.0212962962962963,0.3453794860045069,-0.2011935208866155,0.5985895453873045,-1.0902510750378342,1.0,-0.3519909572612325,-0.6762125403796972,-0.3798635837943633,-0.6581332361245468,0.8250000000000001,0.3381105016742881,0.6058997257534298,0.5737717430905978,0.7570583132667736,True,0.9775
2025-07-04,0.2638730189753967,0.2027010819815336,0.1292063108469203,0.3042195881961493,1.8,0.2266666666666666,0.1,latent_margin_state_mapping_v3,0.6706968372299713,0.75,1.3333333333333333,-0.0072672672672674,0.7107212441656463,0.1602728047740835,2.457248301315086,-1.0592148181844312,1.0,0.4664518735135551,-0.7978292607209286,-0.539229095352547,-0.9785927574831266,0.7529106494723392,0.272580380202109,0.5367620283007357,0.5746748193359414,0.7762375295839439,True,0.9775
2025-07-11,0.2559192797601895,0.2501912436744335,0.1179316642884838,0.2759578122768931,1.8,0.2311979822729359,0.1,latent_margin_state_mapping_v3,0.6688139187329991,0.75,1.3401238401129183,-0.0506181645268662,3.159963745843897,-0.3648763853367435,2.345795400965521,-0.8105676830275492,1.0,-1.26882677968219,0.261306702980423,0.0848813347448132,-0.3929222745995414,0.7500000000000001,0.4047136449647759,0.5946211402341492,0.5478158291233228,0.7955648458086733,True,0.9775
