ticker,period,period_order,sector,link,meaning,score,status,severity
HT1,2024Q4,8100,Construction & Materials,CFO -> FCF,Cash after investment,100.0,confirmed,Low
HT1,2024Q4,8100,Construction & Materials,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
HT1,2025Q1,8101,Construction & Materials,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
HT1,2025Q1,8101,Construction & Materials,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
HT1,2025Q1,8101,Construction & Materials,EBIT -> LNST,Financing and tax drag,55.0,weak,Medium
HT1,2025Q1,8101,Construction & Materials,LNST -> CFO,Earnings quality,55.0,weak,Medium
HT1,2025Q1,8101,Construction & Materials,CFO -> FCF,Cash after investment,100.0,confirmed,Low
HT1,2025Q1,8101,Construction & Materials,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
HT1,2025Q2,8102,Construction & Materials,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
HT1,2025Q2,8102,Construction & Materials,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
HT1,2025Q2,8102,Construction & Materials,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
HT1,2025Q2,8102,Construction & Materials,LNST -> CFO,Earnings quality,100.0,confirmed,Low
HT1,2025Q2,8102,Construction & Materials,CFO -> FCF,Cash after investment,100.0,confirmed,Low
HT1,2025Q2,8102,Construction & Materials,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
HT1,2025Q3,8103,Construction & Materials,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
HT1,2025Q3,8103,Construction & Materials,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
HT1,2025Q3,8103,Construction & Materials,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
HT1,2025Q3,8103,Construction & Materials,LNST -> CFO,Earnings quality,100.0,confirmed,Low
HT1,2025Q3,8103,Construction & Materials,CFO -> FCF,Cash after investment,100.0,confirmed,Low
HT1,2025Q3,8103,Construction & Materials,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
HT1,2025Q4,8104,Construction & Materials,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
HT1,2025Q4,8104,Construction & Materials,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
HT1,2025Q4,8104,Construction & Materials,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
HT1,2025Q4,8104,Construction & Materials,LNST -> CFO,Earnings quality,100.0,confirmed,Low
HT1,2025Q4,8104,Construction & Materials,CFO -> FCF,Cash after investment,100.0,confirmed,Low
HT1,2025Q4,8104,Construction & Materials,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
HT1,2026Q1,8105,Construction & Materials,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
HT1,2026Q1,8105,Construction & Materials,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
HT1,2026Q1,8105,Construction & Materials,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
HT1,2026Q1,8105,Construction & Materials,LNST -> CFO,Earnings quality,100.0,confirmed,Low
HT1,2026Q1,8105,Construction & Materials,CFO -> FCF,Cash after investment,100.0,confirmed,Low
HT1,2026Q1,8105,Construction & Materials,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2018Q1,8073,Health Care,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
IMP,2018Q1,8073,Health Care,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
IMP,2018Q1,8073,Health Care,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
IMP,2018Q1,8073,Health Care,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
IMP,2018Q1,8073,Health Care,CFO -> FCF,Cash after investment,,insufficient,Insufficient Data
IMP,2018Q1,8073,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,,insufficient,Insufficient Data
IMP,2018Q2,8074,Health Care,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
IMP,2018Q2,8074,Health Care,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
IMP,2018Q2,8074,Health Care,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
IMP,2018Q2,8074,Health Care,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
IMP,2018Q2,8074,Health Care,CFO -> FCF,Cash after investment,,insufficient,Insufficient Data
IMP,2018Q2,8074,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,,insufficient,Insufficient Data
IMP,2018Q3,8075,Health Care,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
IMP,2018Q3,8075,Health Care,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
IMP,2018Q3,8075,Health Care,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
IMP,2018Q3,8075,Health Care,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
IMP,2018Q3,8075,Health Care,CFO -> FCF,Cash after investment,,insufficient,Insufficient Data
IMP,2018Q3,8075,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,,insufficient,Insufficient Data
IMP,2018Q4,8076,Health Care,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
IMP,2018Q4,8076,Health Care,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
IMP,2018Q4,8076,Health Care,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
IMP,2018Q4,8076,Health Care,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
IMP,2018Q4,8076,Health Care,CFO -> FCF,Cash after investment,55.0,weak,Medium
IMP,2018Q4,8076,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,,insufficient,Insufficient Data
IMP,2019Q1,8077,Health Care,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
IMP,2019Q1,8077,Health Care,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
IMP,2019Q1,8077,Health Care,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
IMP,2019Q1,8077,Health Care,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
IMP,2019Q1,8077,Health Care,CFO -> FCF,Cash after investment,55.0,weak,Medium
IMP,2019Q1,8077,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2019Q2,8078,Health Care,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
IMP,2019Q2,8078,Health Care,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
IMP,2019Q2,8078,Health Care,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
IMP,2019Q2,8078,Health Care,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
IMP,2019Q2,8078,Health Care,CFO -> FCF,Cash after investment,55.0,weak,Medium
IMP,2019Q2,8078,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2019Q3,8079,Health Care,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
IMP,2019Q3,8079,Health Care,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
IMP,2019Q3,8079,Health Care,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
IMP,2019Q3,8079,Health Care,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
IMP,2019Q3,8079,Health Care,CFO -> FCF,Cash after investment,55.0,weak,Medium
IMP,2019Q3,8079,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2019Q4,8080,Health Care,Revenue -> Gross Profit,Revenue quality,55.0,weak,Medium
IMP,2019Q4,8080,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2019Q4,8080,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2019Q4,8080,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2019Q4,8080,Health Care,CFO -> FCF,Cash after investment,55.0,weak,Medium
IMP,2019Q4,8080,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2020Q1,8081,Health Care,Revenue -> Gross Profit,Revenue quality,55.0,weak,Medium
IMP,2020Q1,8081,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2020Q1,8081,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2020Q1,8081,Health Care,LNST -> CFO,Earnings quality,100.0,confirmed,Low
IMP,2020Q1,8081,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2020Q1,8081,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2020Q2,8082,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2020Q2,8082,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2020Q2,8082,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2020Q2,8082,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2020Q2,8082,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2020Q2,8082,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2020Q3,8083,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2020Q3,8083,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2020Q3,8083,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2020Q3,8083,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2020Q3,8083,Health Care,CFO -> FCF,Cash after investment,55.0,weak,Medium
IMP,2020Q3,8083,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2020Q4,8084,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2020Q4,8084,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2020Q4,8084,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2020Q4,8084,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2020Q4,8084,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2020Q4,8084,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2021Q1,8085,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2021Q1,8085,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2021Q1,8085,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2021Q1,8085,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2021Q1,8085,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2021Q1,8085,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2021Q2,8086,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2021Q2,8086,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2021Q2,8086,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2021Q2,8086,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2021Q2,8086,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2021Q2,8086,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2021Q3,8087,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2021Q3,8087,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2021Q3,8087,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2021Q3,8087,Health Care,LNST -> CFO,Earnings quality,100.0,confirmed,Low
IMP,2021Q3,8087,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2021Q3,8087,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2021Q4,8088,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2021Q4,8088,Health Care,Gross Profit -> EBIT,Operating cost control,20.0,broken,High
IMP,2021Q4,8088,Health Care,EBIT -> LNST,Financing and tax drag,20.0,broken,High
IMP,2021Q4,8088,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2021Q4,8088,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2021Q4,8088,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2022Q1,8089,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2022Q1,8089,Health Care,Gross Profit -> EBIT,Operating cost control,20.0,broken,High
IMP,2022Q1,8089,Health Care,EBIT -> LNST,Financing and tax drag,20.0,broken,High
IMP,2022Q1,8089,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2022Q1,8089,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2022Q1,8089,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2022Q2,8090,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2022Q2,8090,Health Care,Gross Profit -> EBIT,Operating cost control,20.0,broken,High
IMP,2022Q2,8090,Health Care,EBIT -> LNST,Financing and tax drag,20.0,broken,High
IMP,2022Q2,8090,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2022Q2,8090,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2022Q2,8090,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2022Q3,8091,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2022Q3,8091,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2022Q3,8091,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2022Q3,8091,Health Care,LNST -> CFO,Earnings quality,100.0,confirmed,Low
IMP,2022Q3,8091,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2022Q3,8091,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2022Q4,8092,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2022Q4,8092,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2022Q4,8092,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2022Q4,8092,Health Care,LNST -> CFO,Earnings quality,100.0,confirmed,Low
IMP,2022Q4,8092,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2022Q4,8092,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2023Q1,8093,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2023Q1,8093,Health Care,Gross Profit -> EBIT,Operating cost control,55.0,weak,Medium
IMP,2023Q1,8093,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2023Q1,8093,Health Care,LNST -> CFO,Earnings quality,100.0,confirmed,Low
IMP,2023Q1,8093,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2023Q1,8093,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2023Q2,8094,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2023Q2,8094,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2023Q2,8094,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2023Q2,8094,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2023Q2,8094,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2023Q2,8094,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2023Q3,8095,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2023Q3,8095,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2023Q3,8095,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2023Q3,8095,Health Care,LNST -> CFO,Earnings quality,20.0,broken,High
IMP,2023Q3,8095,Health Care,CFO -> FCF,Cash after investment,20.0,broken,High
IMP,2023Q3,8095,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2023Q4,8096,Health Care,Revenue -> Gross Profit,Revenue quality,55.0,weak,Medium
IMP,2023Q4,8096,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2023Q4,8096,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2023Q4,8096,Health Care,LNST -> CFO,Earnings quality,20.0,broken,High
IMP,2023Q4,8096,Health Care,CFO -> FCF,Cash after investment,20.0,broken,High
IMP,2023Q4,8096,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2024Q1,8097,Health Care,Revenue -> Gross Profit,Revenue quality,55.0,weak,Medium
IMP,2024Q1,8097,Health Care,Gross Profit -> EBIT,Operating cost control,20.0,broken,High
IMP,2024Q1,8097,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2024Q1,8097,Health Care,LNST -> CFO,Earnings quality,20.0,broken,High
IMP,2024Q1,8097,Health Care,CFO -> FCF,Cash after investment,20.0,broken,High
IMP,2024Q1,8097,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2024Q2,8098,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2024Q2,8098,Health Care,Gross Profit -> EBIT,Operating cost control,20.0,broken,High
IMP,2024Q2,8098,Health Care,EBIT -> LNST,Financing and tax drag,20.0,broken,High
IMP,2024Q2,8098,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2024Q2,8098,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2024Q2,8098,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2024Q3,8099,Health Care,Revenue -> Gross Profit,Revenue quality,20.0,broken,High
IMP,2024Q3,8099,Health Care,Gross Profit -> EBIT,Operating cost control,20.0,broken,High
IMP,2024Q3,8099,Health Care,EBIT -> LNST,Financing and tax drag,20.0,broken,High
IMP,2024Q3,8099,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2024Q3,8099,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2024Q3,8099,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2024Q4,8100,Health Care,Revenue -> Gross Profit,Revenue quality,55.0,weak,Medium
IMP,2024Q4,8100,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2024Q4,8100,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2024Q4,8100,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2024Q4,8100,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2024Q4,8100,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2025Q1,8101,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2025Q1,8101,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2025Q1,8101,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2025Q1,8101,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2025Q1,8101,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2025Q1,8101,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2025Q2,8102,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2025Q2,8102,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2025Q2,8102,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2025Q2,8102,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2025Q2,8102,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2025Q2,8102,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2025Q3,8103,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2025Q3,8103,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2025Q3,8103,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2025Q3,8103,Health Care,LNST -> CFO,Earnings quality,20.0,broken,High
IMP,2025Q3,8103,Health Care,CFO -> FCF,Cash after investment,20.0,broken,High
IMP,2025Q3,8103,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2025Q4,8104,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2025Q4,8104,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2025Q4,8104,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2025Q4,8104,Health Care,LNST -> CFO,Earnings quality,55.0,weak,Medium
IMP,2025Q4,8104,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2025Q4,8104,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
IMP,2026Q1,8105,Health Care,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
IMP,2026Q1,8105,Health Care,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
IMP,2026Q1,8105,Health Care,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
IMP,2026Q1,8105,Health Care,LNST -> CFO,Earnings quality,100.0,confirmed,Low
IMP,2026Q1,8105,Health Care,CFO -> FCF,Cash after investment,100.0,confirmed,Low
IMP,2026Q1,8105,Health Care,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
KBC,2018Q1,8073,Real Estate,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
KBC,2018Q1,8073,Real Estate,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
KBC,2018Q1,8073,Real Estate,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
KBC,2018Q1,8073,Real Estate,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
KBC,2018Q1,8073,Real Estate,CFO -> FCF,Cash after investment,,insufficient,Insufficient Data
KBC,2018Q1,8073,Real Estate,FCF -> Equity / Balance Sheet,Self-funded growth,,insufficient,Insufficient Data
KBC,2018Q2,8074,Real Estate,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
KBC,2018Q2,8074,Real Estate,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
KBC,2018Q2,8074,Real Estate,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
KBC,2018Q2,8074,Real Estate,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
KBC,2018Q2,8074,Real Estate,CFO -> FCF,Cash after investment,,insufficient,Insufficient Data
KBC,2018Q2,8074,Real Estate,FCF -> Equity / Balance Sheet,Self-funded growth,,insufficient,Insufficient Data
KBC,2018Q3,8075,Real Estate,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
KBC,2018Q3,8075,Real Estate,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
KBC,2018Q3,8075,Real Estate,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
KBC,2018Q3,8075,Real Estate,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
KBC,2018Q3,8075,Real Estate,CFO -> FCF,Cash after investment,,insufficient,Insufficient Data
KBC,2018Q3,8075,Real Estate,FCF -> Equity / Balance Sheet,Self-funded growth,,insufficient,Insufficient Data
KBC,2018Q4,8076,Real Estate,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
KBC,2018Q4,8076,Real Estate,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
KBC,2018Q4,8076,Real Estate,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
KBC,2018Q4,8076,Real Estate,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
KBC,2018Q4,8076,Real Estate,CFO -> FCF,Cash after investment,100.0,confirmed,Low
KBC,2018Q4,8076,Real Estate,FCF -> Equity / Balance Sheet,Self-funded growth,,insufficient,Insufficient Data
KBC,2019Q1,8077,Real Estate,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
KBC,2019Q1,8077,Real Estate,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
KBC,2019Q1,8077,Real Estate,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
KBC,2019Q1,8077,Real Estate,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
KBC,2019Q1,8077,Real Estate,CFO -> FCF,Cash after investment,100.0,confirmed,Low
KBC,2019Q1,8077,Real Estate,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
KBC,2019Q2,8078,Real Estate,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
KBC,2019Q2,8078,Real Estate,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
KBC,2019Q2,8078,Real Estate,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
KBC,2019Q2,8078,Real Estate,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
KBC,2019Q2,8078,Real Estate,CFO -> FCF,Cash after investment,100.0,confirmed,Low
KBC,2019Q2,8078,Real Estate,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
KBC,2019Q3,8079,Real Estate,Revenue -> Gross Profit,Revenue quality,,insufficient,Insufficient Data
KBC,2019Q3,8079,Real Estate,Gross Profit -> EBIT,Operating cost control,,insufficient,Insufficient Data
KBC,2019Q3,8079,Real Estate,EBIT -> LNST,Financing and tax drag,,insufficient,Insufficient Data
KBC,2019Q3,8079,Real Estate,LNST -> CFO,Earnings quality,,insufficient,Insufficient Data
KBC,2019Q3,8079,Real Estate,CFO -> FCF,Cash after investment,100.0,confirmed,Low
KBC,2019Q3,8079,Real Estate,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
KBC,2019Q4,8080,Real Estate,Revenue -> Gross Profit,Revenue quality,55.0,weak,Medium
KBC,2019Q4,8080,Real Estate,Gross Profit -> EBIT,Operating cost control,100.0,confirmed,Low
KBC,2019Q4,8080,Real Estate,EBIT -> LNST,Financing and tax drag,100.0,confirmed,Low
KBC,2019Q4,8080,Real Estate,LNST -> CFO,Earnings quality,100.0,confirmed,Low
KBC,2019Q4,8080,Real Estate,CFO -> FCF,Cash after investment,100.0,confirmed,Low
KBC,2019Q4,8080,Real Estate,FCF -> Equity / Balance Sheet,Self-funded growth,100.0,confirmed,Low
KBC,2020Q1,8081,Real Estate,Revenue -> Gross Profit,Revenue quality,100.0,confirmed,Low
